,Post ID,Discussion Group,Author,Author Label,Topic,Body,Likes,Replies,Tags,Labels,Solution Link,Date,Time
10,475385,VM-Series in the Private Cloud,palomed,L3 Networker,Making a VM300 GP Gateway Available to the Internet,"I know have a VM300 NGFW installed and registered in my private vCenter environment. The reason for the VM300 is to provide more Global Protect users a means to connect to the network than the 1024 connections afforded by the 3220 PAN at the edge. My question has to do with addressing and zoning of the interfaces on the VM300 and NATting to the Internet.  1) Can I add a 1:1 NAT on the 3220 that would map to the ""OUTSIDE"" of the VM300 (which is inside the PAN 3220)? So say currently the outside address of the 3220 is 1.1.1.100 and that serves as the address for the existing portal and gateway too. We'll say the inside of the PAN 3220 is at 10.10.10.100. If we made the ""Outside"" of the of the VM300 to be at say 10.10.10.200, could we create a NAT on the 3220 such that 1.1.1.200 NATted to 10.10.10.200 and have this work for the purposes of a GP gateway? 2) Would it be preferable for the VM300 to have it's OUTSIDE interface on a DMZ VLAN off of the 3220 and then have its inside interface be placed on the internal network? So in this scenario the VM300 OUTSIDE interface has IP 10.10.20.200 and that NATs to 1.1.1.200 on the 3220 OUTSIDE. To summarize: Can one hardware PAN serve as the NAT and routing conduit to and internal VM PAN that will act as a secondary GP gateway to the former? And what would be the preferred layout of the interfaces of the VM PAN in such a scenario? Thank you.",0,"
		0 REPLIES 0
",,,,03-23-2022,04:45 PM
11,475298,VM-Series in the Private Cloud,palomed,L3 Networker,VM300,"I am trying to setup my first VM PAN. After activating my credits I was able to see 10.x PAN OS OVA in software. I've downloaded that and will get that installed in VMW. But when I look to register the firewall, I am only seeing PAN OS options up to 9.1. Did I make a wrong chose when creating the deployment profile? I seem to recall there were top options - one was Any PAN OS (chosen) or 10.something. Should I delete the profile and recreate it? Or is that not necessary? ",0,"
		0 REPLIES 0
",,,,03-23-2022,01:11 PM
12,473809,VM-Series in the Private Cloud,BernardGoh,L0 Member,Palo Alto VM300 is not responding to the incoming IKE_SA_INIT request,"Hi there,   I am experiencing a weird behavior of my VM-Series PA running PanOS 10.0.4   I am trying to construct 2 VPN tunnels. First tunnel is IKEv1 toward CiscoASA. This tunnel is up and running like a charm.   However, my second tunnel toward a Google Cloud VPN, using IKEv2, my PA is ignoring the IKE_SA_INIT from the Google.   I have check all configuration are good and matched on both end. The following is puzzling me.   1) I used Packet Capture (GUI) to capture the raw packets and examine the traffic using Wireshark. I am able to see the incoming IKE_SA_INIT request from Google addressing to my PA IP at UDP port 500. But, there is no single reply from PA. It is like unidirectional traffic, I have ensured my filter is monitoring both way because I can see traffic toward Cisco ASA in the capture.    2) I then turned on the ike debug by running ""debug ike global on debug"" and ""tail follow yes mp-log ikemgr.log"". To my surprise, I did not see any IKE_SA_INIT from Google in the log. Note : I can see the detail transaction from Cisco ASA.    3) I then turned on the pcap debug by using ""debug ike pcap on"" and use ""view-pcap no-dns-lookup yes no-port-lookup yes follow yes debug-pcap ikemgr.pcap"" . Again, I can't see any traffic from Google. The Google is sending the IKE_SA_INIT repeatedly. But I can't see even a single one.   I am wondering if anyone have any clue about this weird behavior? p/s : I noticed in the wire-shark that the same INIT was also forwarded to an IP in my INT zone where 10.128.140.69 is my EXT IP and 10.128.140.160 is my app server (proxy id) sitting in INT zone which can't be reach from internet. Why am I see that packet?  RegardsBernard",0,"
		0 REPLIES 0
",,,,03-16-2022,01:55 PM
13,473050,VM-Series in the Private Cloud,palomed,L3 Networker,Second Global Protect Gateway,"Up to now I've just had a single portal and gateway on an existing PAN 3220 pair. I had a couple of questions..  1) What determines when traffic gets sent to the second gateway instead of the on-board gateway? 2) Can the same certificate be used for both gateways? I use certificate based authentication. The server certificate on the existing firewall is gp.acme.com - would this same certificate go onto the new gateway as well? I ask as the two gateways would have different IP addresses. 3) If the virtual PAN/secondary gateway was on the inside of DMZ interface of the hardware PAN, would it be still able to serve as the secondary gateway?",0,"
		1 REPLY 1
",,,https://live.paloaltonetworks.com//t5/vm-series-in-the-private-cloud/second-global-protect-gateway/m-p/473382#M27,03-14-2022,04:57 PM
14,466723,VM-Series in the Private Cloud,EminentX,L0 Member,Difference between Agentless and Agent-based AD Domain join,"What is the benefit of this method of integrating the device with AD, than the normal way of this one which the device's computer object created in the AD?",0,"
		0 REPLIES 0
",,,,02-18-2022,03:01 AM
15,462829,VM-Series in the Private Cloud,SAP-NETWORK,L0 Member,How to block Md5 hash in pan-os 9,We would like to block Md5 hashs in pa firewall.,0,"
		1 REPLY 1
",,,,02-02-2022,07:45 AM
16,463629,VM-Series in the Private Cloud,EminentX,L0 Member,Configuring interfaces,"First off as I'm new to this community I don't know where should I post this topic so I apologize if I have posted it in the incorrect location.I'm configuring interfaces of PA-9.0.1 (I know its old) in the VMware Workstation. Yes, Lab environment. The problem that I have is there is no way to see what interface is getting the IP address from the Web UI. I've added 3 network adapter (VMnet) as below:VMnet0 (Bridged) -> 192.168.1.0/24VMnet1 (Host only) -> 192.168.100.0/24VMnet0 (Bridged) ->  192.168.1.0/24In the  Network -> Interfaces -> Ethernet  I see 9 network adapter so why? Only 3 VMnet(s) I have added ! I'm confusing with assigning IP address as I really don't know what are those pointing to the added VMnet(s). Hope to get input from PA guys. Any help would be appreciated. ",0,"
		2 REPLIES 2
",,,,02-05-2022,12:39 PM
17,,VM-Series in the Private Cloud,avelK,,,,,,,,,,
18,459176,VM-Series in the Private Cloud,TCapacci,L0 Member,VM-50 SSL decryption,"Hi, We have deployed VM-50 in our small offices (max 20 people).We tested SSL decryption in one location, it works fine but I cannot find any Palo Alto statement on the max number of SSL decryption session supported. The only numbers I found starts at VM-100: How to Implement and Test SSL Decryption - Knowledge Base - Palo Alto NetworksAny support at all? As for the global roll-out to all offices, what would be the high level deployment? We'll use a self-signed certificate. I reckon we can use that cert on all VM-50? We have Panorama so whats the best way to deploy it with a shared config for all offices? Thanks",0,"
		2 REPLIES 2
",,,,01-17-2022,11:37 PM
19,453017,VM-Series in the Private Cloud,Arkar_Aung,L0 Member,Panorama HA manage collectors are disconnected and not detected peer collectors after reboot,"It works well before reboot. After reboot, log collectors are showing disconnected and not detected peer log collectors. Not sure is there any firewall is blocking between the two panoramas. ",0,"
		2 REPLIES 2
",,,https://live.paloaltonetworks.com//t5/vm-series-in-the-private-cloud/panorama-ha-manage-collectors-are-disconnected-and-not-detected/m-p/453037#M13,12-13-2021,06:24 PM
20,451136,VM-Series in the Private Cloud,Zemtsov,L0 Member,VM-100 live environment cluster deployment,"Hi All, I have a single VM-100 running with all the rules and active users.I'm going to deploy 2nd VM-100 to build a cluster.I wonder if there any impact can be expected during cluster deployment. Kind regards,Paul",0,"
		1 REPLY 1
",", cluster, live, VM100",,https://live.paloaltonetworks.com//t5/vm-series-in-the-private-cloud/vm-100-live-environment-cluster-deployment/m-p/451151#M7,12-02-2021,08:28 PM
21,203793,VM-Series in the Private Cloud,MGRashmi,L2 Linker,VM series with NSX integration,"Hi Team,I am currently looking for the option of configuring NSX for one of our European customers and i am exploring the option of using Palo Alto VM series firewall to secure East-West traffic inside NSX. I am looking for the count of license that would be required for using the VMseries firewall for approximately 50 ESXi hosts. In the documents that i read, it is mentioned that one Palo Alto virtual firewall instance will be deployed per ESXi host. Does this mean, i need to purchase 50 Palo Alto virtual firewalls for 50 ESXi hosts? How will the virtual firewalls be charged? If i deploy one VM per host, is there a way i can create a ""zone admin"" if my ESXi hosts are shared and i deploy virtual firewalls per host?",0,"
		4 REPLIES 4
",", nsx, vm-series",,https://live.paloaltonetworks.com//t5/vm-series-in-the-private-cloud/vm-series-with-nsx-integration/m-p/204511#M2,03-05-2018,11:36 PM
