,Discussion ID,Author,Body,Likes,Date,Time
15,500191,kiwi,"Hi@riza.emet,The Community Feedback area is dedicated to questions about the LIVEcommunity.In order to get better traction for your question I've moved it to the VirusTotal discussions area.This area is moderated by the threat team to check signatures and verdicts.Cheers,-Kiwi.",1,06-09-2022,02:37 AM
16,500191,Jerry748,did you get any proper solution for this problem,0,06-09-2022,11:57 PM
17,500191,za.emet,"No, we haven't found it yet. However, we have opened a case to PaloAlto Support for the issue. We're waiting.",0,06-10-2022,12:12 AM
18,500191,mivaldi,"Sorry but I don't believe this has anything to do with VirusTotal either. This forum is for non-customers. The Threat and Vulnerability forum may have been a better fit, however, posts in the LIVECommunity expect answers from other Palo Alto Networks customers. If you need a response from Palo Alto Networks Support, the correct avenue for help is filing a Support ticket.",0,06-10-2022,10:35 AM
19,500191,Adrian_Jensen,"What is your Security policy for the incoming NTP traffic to your server? Are you using Application=""ntp"" and Service=""application-default"" in your allow rule? Or are you using a Service=""udp_123"" or something similar?",0,06-10-2022,11:22 AM
20,500191,za.emet,"We are using Application=""ntp"" and Service=""application-default"" in our allow rule.Monitor show some udp-123 traffic ""ntp"", some udp-123 traffic ""bittorrent"". As expected bittorrent blocked but they are actually ntp.",0,06-10-2022,11:38 AM
21,500191,Adrian_Jensen,"Seems like a false positive then. Looking thru my PaloAlto Apps and Threats release notes I don't see anything about bittorrent Application changes in the last year. I think you are going to have to get PaloAlto support to investigate/fix the false positive. If it is a serious problem for you, you could temporarily bypass the application filter and just allow UDP 123 in the mean time.",1,06-10-2022,12:04 PM
22,500191,mivaldi,"I replayed your PCAP to my lab. I see NTPv4 traffic detected as ntp-base, and NTPv1 traffic detected as ntp-non-rfc. I don't see any bittorrent traffic, but I am running 10.2.2, maybe your PAN-OS identifies it differently. Check the source ports of the sessions identified as bittorrent, and compare them to your packet capture to see if there is a correlation between NTPv1 and bittorrent, versus NTPv4 and correct identifification of ntp-base traffic. It is possible that your firewall is detecting ntp-non-rfc as bittorrent.",0,06-10-2022,12:42 PM
23,500191,mivaldi,You can follow this pinned post here:https://live.paloaltonetworks.com/t5/virustotal/virustotal-verdict-change-request-for-false-positive...Please provide the information in the pinned post and we can take a look at the file.,1,06-10-2022,12:45 PM
24,506558,DaBone,"My initial post already contains the file hash, download link, and virustotal link. Current verdict is in the title, your infamous ""Generic.ml"" detection.",0,06-27-2022,04:08 PM
25,506558,cguide,"Hello,Here are the items that are needed. Please note the Description portion.File Hash: <SHA256 hash>Link to Virustotal report for the file: <link>Current VirustTotal Verdict: <verdict>Description: <description>",0,06-28-2022,12:15 PM
26,506558,DaBone,I've submitted this file for review,0,06-28-2022,04:49 PM
27,506558,DaBone,Link to download file:https://www.dropbox.com/s/098audx2qsk864j/ModelCompare.exe?dl=0,0,06-28-2022,05:39 PM
28,506414,alanw85,"Thank you for the information provided, can you provide a description of this software?",0,06-27-2022,04:42 AM
29,506414,DaBone,This has been submitted for review,0,06-27-2022,04:14 PM
30,506414,DaBone,,0,06-27-2022,04:16 PM
31,506414,alanw85,This file is no longer seen as malware,0,06-27-2022,04:22 PM
32,506414,DaBone,Why do you want to report it via email?,0,06-28-2022,05:32 PM
33,505893,mivaldi,I just want to submit a false positive for your review. I am not a Palo Alto customer and have no access to report it through the web portal. File - CheckRMM.exe md5: acf3e370e68a9970dced575a53b9b76e VirusTotal evaluation: https://www.virustotal.com/gui/file/9df6d9d6c362b28a3548e8fa4e89b159481503ca4a987f44471ffa5f12064650 Download link to a compressed copy of this executable with a password of ‘infected’: https://www.netservicesgroup.com/sample/checkrmm.zipAny assistance it appreciated. Thank you.,0,06-24-2022,01:42 PM
34,505893,netservicesgrouaria-labelp,You can follow this pinned post here:https://live.paloaltonetworks.com/t5/virustotal/virustotal-verdict-change-request-for-false-positive...Please provide the information in the pinned post and we can take a look at the file.I noticed on VT that this has a VT score of 29/67. Can you give some incite as to why there would be such a high score for this file? What is a description of this file?,0,06-24-2022,01:56 PM
35,505893,DaBone,"All this file does is check for the existance of a Windows service. If the service doesn't exist it sends and e-mail to so our team can take corrective action. Its written in PowerShell and compiled to a EXE using signtool.exe by Authenticode.Here is the PowerShell script source with a variables redacted for out security purposes.& {$H = HOSTNAME; $service = Get-Service -Name '<redacted for security reasons>' -ErrorAction SilentlyContinue;if($service -eq $null) {$HostIP = (Get-NetIPConfiguration | Where-Object {$_.IPv4DefaultGateway -ne $null -and $_.NetAdapter.Status -ne 'Disconnected'}).IPv4Address.IPAddress; $Subject = [System.String]::Concat($H, ' (' , $HostIP, ') does not have RMM installed');$PSEmailServer = '<redacted for security reasons>';$password = ConvertTo-SecureString '<redacted for security reasons>' -AsPlainText -Force;$Cred = New-Object System.Management.Automation.PSCredential ('<redacted for security reasons>', $password);Send-MailMessage -From '<redacted for security reasons>' -To '<redacted for security reasons>' -Subject $Subject -UseSsl -Port 587 -Credential $Cred;}};Any assistance it appreciated. Thank you.",0,06-24-2022,02:00 PM
36,505893,netservicesgrouaria-labelp,I've submitted this for review,0,06-27-2022,04:46 AM
37,505893,DaBone,This file is no longer seen as malware,0,06-27-2022,04:20 PM
38,505893,DaBone,You can follow this pinned post here:https://live.paloaltonetworks.com/t5/virustotal/virustotal-verdict-change-request-for-false-positive...Please provide the information in the pinned post and we can take a look at the file.,0,06-28-2022,05:30 PM
39,506409,DaBone,"Reviewing this file, and I see that we have already changed the verdict on this file today. So this shouldn't be deemed Malware by us.",0,06-27-2022,04:07 PM
40,506409,DaBone,It looks like you forgot to mention what sample you're talking about.Please share the sha256 hash of the sample in question.,0,06-27-2022,04:23 PM
41,325950,mivaldi,"Hello@janicesharp8576 and@jambojet226For us to analysis, we only need sha256. I am seeing many URLs, it would be great if you can download the file by yourself and provide us sha256BestHimani",0,05-06-2020,04:18 PM
42,325950,hisingh,@kamoshah02are you a bot? Or why is it you're posting these out of context URL's?,0,09-04-2020,09:36 AM
43,325950,mivaldi,Few days back I received an email on my hotmail account containing 2 zip files. When I downloaded it my antivirus caught it as a virus. What can be the possible issue?,1,09-24-2020,01:52 PM
44,325950,mizukishiba1,Thanks for the amazing info please do check more info on my blog as wellhotmail logingmail signupkiss cartoonAnd do tell me that are they enough for users to understand or shall I add more info?,0,05-24-2021,08:37 AM
45,325950,sarahwell,Thanks.icloud,0,07-18-2021,06:14 AM
46,325950,juliaash,Why is it a false positive report? facebook login,0,10-21-2021,11:57 AM
47,325950,judykim,This file has been submitted for review,0,06-19-2022,05:33 AM
48,504661,DaBone,These files have been submitted for review,0,06-18-2022,01:39 PM
49,480622,DaBone,"Although it's late but I appreciate for the review.But feel free to ignore v9.3 submission I requested previously on 16 April.Because MedLexo updated to v9.5 for bug fixing in June.I will be in touch with you guys soon if v9.5 is false positive in future, everything is good for now:https://www.virustotal.com/gui/file/c35607439b9b8a64a75600c0b6ee9c6f60db633fcec5124dc5b51307f0bba286https://www.virustotal.com/gui/file/7626f2d9a744330f2837add48da6e7082ae7de2599fe3ea4d8e4e47e4e0426b2",0,06-06-2022,01:04 PM
50,480622,csia,"@DaBoneI updated to v9.5 to fix mp4 and m4a button bug.On that day it was still clear but now PaloAlto is flagging it.I don't feel like opening a new thread, can you kindly help me to check the link of the post on 6th of June? (I added it below)32bit:https://www.virustotal.com/gui/file/c35607439b9b8a64a75600c0b6ee9c6f60db633fcec5124dc5b51307f0bba28664bit:https://www.virustotal.com/gui/file/7626f2d9a744330f2837add48da6e7082ae7de2599fe3ea4d8e4e47e4e0426b2",0,06-06-2022,01:40 PM
51,480622,csia,"Hello,I have submitted these new files for review. In the future, please create a new post for the different files.",0,06-17-2022,09:46 AM
52,480622,DaBone,Both of these are no longer deemed malware,1,06-17-2022,10:10 AM
53,480622,DaBone,Current VirustTotal Verdict:Generic.ml,1,06-18-2022,01:12 PM
54,487275,WestSide,This file has been submitted for review.,0,05-15-2022,10:44 AM
55,487275,DaBone,this file is no longer seen as malware,0,06-06-2022,12:43 PM
56,487275,DaBone,This file has been submitted for review,0,06-17-2022,10:18 AM
57,488032,DaBone,this file is no longer seen as malware,0,06-06-2022,12:23 PM
58,488032,DaBone,File has been submitted for review,0,06-17-2022,10:16 AM
59,475170,DaBone,file no longer seen as malware,0,06-06-2022,01:24 PM
60,475170,DaBone,I've submitted this file for review,0,06-17-2022,10:14 AM
61,468939,DaBone,This file is no longer deemed malware.,0,02-26-2022,01:45 PM
62,468939,DaBone,this file is no longer seen as malware,0,06-06-2022,01:27 PM
63,474617,DaBone,not seen as malware by us anymore.,0,06-06-2022,01:26 PM
64,478502,DaBone,This file is no longer deemed malware,0,06-06-2022,01:13 PM
65,483552,DaBone,We see this file as benign:https://threatvault.paloaltonetworks.com/?query=efae7545109c21e25c22acdc4e6918ed544ec2818e235436fad1...,0,06-06-2022,12:44 PM
66,488080,DaBone,We see this file as benign:https://threatvault.paloaltonetworks.com/?query=47066c4608679e191f8bc3cdcb8fcffa80df79d47cdda0a2159e...,0,06-06-2022,12:16 PM
67,499981,DaBone,"Hello,This forum is for non-customers to request that their files be manually reviewed.If you have a support license then please open a case with the threat team, Product/Problem area = Threat.You can also get the actual file that is being deemed malicious and review the file, is this a file from your DEV team and they are creating a new program? Basically what is this file?There is a possibility this could be a signature collision. Meaning, the file you have matches the signature we have for an actual malicious file. However, you file maybe benign.Do you own this file? Does this file come from your company/organization?",0,06-06-2022,11:31 AM
68,492221,DaBone,We've submitted a re-analysis of the sample and a verdict change with our engineering team.,0,05-26-2022,10:31 AM
69,481278,yblancovar,The verdict has been flipped to benign and the signature is disabled in the AV package that'll be released on 4/22. Once available have the AV updated.,0,04-20-2022,04:14 PM
70,481278,yblancovar,Hello KerengHave you checked:https://knowledgebase.paloaltonetworks.com/KCSArticleDetail?id=kA10g000000Cm3aCAChttps://knowledgebase.paloaltonetworks.com/KCSArticleDetail?id=kA10g000000ClSBCA0I would start from above's linksRegardsSLawek,0,04-20-2022,05:47 PM
71,480950,S_Owoc,Please follow the format listed in the below link.https://live.paloaltonetworks.com/t5/virustotal/virustotal-verdict-change-request-for-false-positive...,0,04-19-2022,04:24 AM
72,457765,DaBone,"Cortex XDR detection and response allows you tostop sophisticated attacks and adapt defenses to prevent future threats. Cortex XDR uses machine learning while analyzing network, endpoint and cloud data to accurately detect attacks, and it automatically reveals the root cause of alerts to speed up investigationDollar General Survey",0,01-11-2022,11:34 AM
73,457765,HubertJones,"From the VT links provided, these appear to be malicious by just the volume of other vendors reporting these files to be malicious.Can you give a better description of these files and their purposes and what they are doing that could lend them to be seen as malicious?",0,03-30-2022,03:30 AM
74,467901,DaBone,"I will report to them next week after I finish my works. Anyway, if you look closely most of them are flag by AI or ML (machine learning).Medlexo is a video toolbox forJust a guessing, the reason machine learning flagged it is because the ffmpeg dropped by medlexo which is necessary for converting video.",0,02-23-2022,10:36 AM
75,467901,csia,"MalwareByte just informed me they've whitelisted Medlexo. Check the virustotal link again.If that isn't convincing enough, I also updated the screenshot where other av company updated the result in the homepagehttps://medlexo.ml/And for the other av company with poor customer service and response time, I don't think you guys wanted to compete with them which is worst.",0,02-23-2022,10:53 AM
76,467901,csia,I've submitted these files for review.,0,02-24-2022,02:42 PM
77,467901,DaBone,File:42819e2f8c0e0cb3e9df083ce207965aeae609974e31e1ce5bbcc8e35ed6c7beIs no longer deemed malware by us. Still awaiting for the review for the other file.,0,02-24-2022,05:21 PM
78,467901,DaBone,File0530f3c0637b7687fe313dd18f988f164e5fec0bc5c0c3db2383187609bafbb5This file is not seen as malware by us now.,1,02-25-2022,11:44 AM
79,467901,DaBone,I've submitted both of these for review.,1,02-25-2022,02:04 PM
80,462436,DaBone,Thank you,0,02-23-2022,10:30 AM
81,462436,ciraptor,File Hash:15fccf8c018bbbed14664d5a5528cdf087b9032543be2169d78ab25d141d2b2cThe above hash has been deemed benign.Still awaiting for the results for the other hash.,0,02-23-2022,02:47 PM
82,462436,DaBone,Thanks for information,0,02-24-2022,10:23 AM
83,462436,ciraptor,File:bf79bb5da35061353485c7369cc5ecc9cecc79de7543bd71ce73f7192d0f6ec3no longer seen as malware by us.This should resolve these two requests you had in this post.,0,02-24-2022,12:26 PM
84,462436,DaBone,"Thanks for the response , Problem solvedRegards",0,02-25-2022,11:41 AM
85,462436,ciraptor,I've submitted this for review. For future requests please follow this post for the format will help to quickly asses these requests.https://live.paloaltonetworks.com/t5/virustotal/virustotal-verdict-change-request-for-false-positive...,0,02-25-2022,01:46 PM
86,465014,DaBone,This file is no longer seen as malware by us,0,02-23-2022,10:13 AM
87,465014,DaBone,We've submitted a revision to flip the verdict.,0,02-24-2022,05:17 PM
88,467665,yblancovar,"The verdict has been updated and no longer detected as ""Malicious"".",0,02-22-2022,03:31 PM
89,467665,yblancovar,Investigating.,0,02-22-2022,06:22 PM
90,458217,tsullivan7,This was kept as Malware due to the High VT score.,0,01-12-2022,06:46 AM
91,458217,DaBone,Please provide the information requested and in the same format as found here in this pinned post:https://live.paloaltonetworks.com/t5/virustotal/virustotal-verdict-change-request-for-false-positive...,0,01-24-2022,05:31 PM
92,460765,DaBone,This file has been submitted for review.,0,01-24-2022,05:25 PM
93,453919,DaBone,This file is no longer seen as malware by PAN,0,01-18-2022,12:13 PM
94,453919,DaBone,We'll re-analyze the file and confirm/discard the verdict.,0,01-19-2022,10:23 AM
95,459041,yblancovar,"We've updated the verdict for this file and it is no longer ""Malicious""",0,01-17-2022,06:59 PM
96,459041,yblancovar,"Hello HolaVPN,The verdict has been changed on hasha254b81d5a88962a24b631c845565b707be337e78a6063dae051a1a6e467a755 to benign.",0,01-18-2022,05:14 AM
97,457525,alawhead,"HelloKianALN094,Hashc067034c78a3267c89cf2cad3a26980f0e25de2c174225c7345200f101798d94 no longer shows as malware, the verdict has been changed.For hashdcff42ce18b6880174677a34b8c6c7a24c70eb1710694baf7068450f793dbd98 it is classified as grayware.",1,01-11-2022,10:49 AM
98,455222,alawhead,This file is no longer seen as malware,0,01-05-2022,12:21 PM
99,450353,DaBone,"@DaBoneIn continuation to this False Positive incident,there are three other files with False Positive to the same vendor -File 1MD5 -360b8aa3e882591bb83d836fe030226dSHA1 -87bd7b976207bfb4550e5582647798dd5fc2dabbSHA256 -574b3b0b8582c575d8ae45b8cf9c02d94aa809871eedafa7728f2404c9c53964File 2MD5 -6c486b248d1029723d0381bf88465c2aSHA1 -8b6a280c1ac8ecc9924adcbfe53750fe326a6ad6SHA256 -c067034c78a3267c89cf2cad3a26980f0e25de2c174225c7345200f101798d94File 3MD5 -5915af0d20409747f27e57ac98403b95SHA1 - ff6415886a8e6258851989315d344d69d5d8e844SHA256 -dcff42ce18b6880174677a34b8c6c7a24c70eb1710694baf7068450f793dbd98Issuer: Symantec Class 3 SHA256 Code Signing CAIssuedTo: Restoro Ltd",0,12-13-2021,06:17 PM
100,450353,NoahBailey,"HiI think your best and fastest option is to report an incorrect verdict. You can do this on the https://wildfire.paloaltonetworks.com portal after you log in and search for the hash, then click the leftmost icon to open the details where you should see a link to report.In Cortex XDR (if you have this) if you open this hash's wildfire report the top right icon should be 'report verdict as incorrect'Shai",0,12-21-2021,01:34 AM
101,454204,ShaiW,Please provide the information requested in this post:https://live.paloaltonetworks.com/t5/virustotal/virustotal-verdict-change-request-for-false-positive...,0,12-19-2021,12:30 AM
102,442867,DaBone,File Hash: c21e9de5b28de8edfb6b2264b33846e842f7954ad70fa07b3c652feb5f0a09d7Link to Virustotal report for the file:https://www.virustotal.com/gui/file/c21e9de5b28de8edfb6b2264b33846e842f7954ad70fa07b3c652feb5f0a09d7...Current VirustTotal Verdict: Generic.mlDescription: https://wpd.app,0,11-04-2021,12:39 PM
103,442867,WPD.app,This file has been submitted for review,0,11-16-2021,04:51 AM
104,442867,DaBone,file is no longer seen as malware,0,12-13-2021,05:53 PM
105,442867,DaBone,file has been submitted for review,0,12-14-2021,07:16 PM
106,452773,DaBone,This file is no longer deemed malware,0,12-13-2021,06:20 PM
107,452773,DaBone,This file has been submitted for review.,0,12-14-2021,09:41 AM
108,448948,DaBone,This file is no longer seen as malware,0,12-13-2021,05:55 PM
109,448948,DaBone,Thank you!,1,12-13-2021,06:57 PM
110,448948,zmarci,"Hi,We released a new version and still your antivirus falsely identifies Hola VPN as a""Generic.ml"".VirusTotal link:#https://www.virustotal.com/gui/file/b7b56afec96d3f8f12ceda055e7cb85b83c5a50f14c18d7560e9eb8662cf190...File Name:Hola-Setup-x64-1.190.716.exeSetup link:#https://cdn4.hola.org/static/Hola-Setup-x64-1.190.716.exeThis happens every new release we do.Do you have any update on that?Best regards,KerenoHola VPN",1,12-14-2021,02:35 AM
111,447336,HolaVPN,This file is seen as benign by us.,0,11-23-2021,05:00 AM
112,447336,DaBone,This file is seen as benign by us,0,12-13-2021,05:58 PM
113,446354,DaBone,We've submitted the file for revision. We'll let you know once the verdict is updated.,0,12-13-2021,05:50 PM
114,447193,yblancovar,The revision is complete and the verdict for this file has been flipped to benign.,0,11-13-2021,07:24 AM
115,447193,yblancovar,Thank you!,0,11-14-2021,09:01 AM
116,447193,Mirillis,Hi Can this be looked at please? Do you need any further information?,0,11-17-2021,06:32 AM
117,443302,chard-m,I've submitted this file for further review.,0,10-31-2021,11:58 PM
118,443302,DaBone,This file is no longer deemed malicious,0,11-04-2021,12:29 PM
119,443302,DaBone,I've submitted this file for review,0,11-08-2021,01:08 PM
120,444724,DaBone,This file is no longer deemed malicious by us.,0,11-04-2021,12:08 PM
121,444724,DaBone,"We suppose that Palo Alto Antivirus intellectual AV detection marks every new release of Hola VPN as 'Generic.ml'. Is that possible to fix? Because this one is our 9th report about the same issue on the same product, but different versions.",0,11-05-2021,02:28 PM
122,443986,HolaVPN,This file is seen as benign by PAN,0,10-28-2021,05:35 AM
123,443986,DaBone,Please follow the guidelines outlined in this post:https://live.paloaltonetworks.com/t5/virustotal/virustotal-verdict-change-request-for-false-positive...,1,11-04-2021,12:35 PM
124,443312,DaBone,This forum is for non customers facing false positive detections in VirusTotal. Please open a support case.,0,11-04-2021,12:27 PM
125,437704,mivaldi,We've submitted the file for revision. We'll let you know once the verdict is updated.,0,09-30-2021,03:28 PM
126,436015,yblancovar,The verdict has been updated to benign and the sample no longer trigger an AV signature,0,09-22-2021,04:27 PM
127,436015,yblancovar,please read the pinned post and submit the information requested.,0,09-23-2021,10:08 AM
128,432089,DaBone,I've submitted this for review,0,09-07-2021,03:42 PM
129,432089,DaBone,This file is no longer deemed malware,0,09-07-2021,03:47 PM
130,432089,DaBone,"Today we have updated our application, and Palo Alto Networks, again responds to it on virustotal.Link: https://www.virustotal.com/gui/file/80048ab4b4e0128faa80c43a323a89326f01b7f86ffd176e1f66718cd26e1525The download link has not changed.",0,09-07-2021,06:38 PM
131,432089,Milkyway705,We do not see80048ab4b4e0128faa80c43a323a89326f01b7f86ffd176e1f66718cd26e1525as malware,0,09-08-2021,03:36 AM
132,432089,DaBone,"We currently do not have this file as malware, we currently see the file as benign.https://threatvault.paloaltonetworks.com/?query=6cd106dd67d2577ebf59d95528cd031ee0f3ce64bfa3dc0af6fe...",0,09-17-2021,06:45 PM
133,430167,DaBone,This is a false positive. We are reviewing the sample and updating the verdict.,0,08-31-2021,05:56 PM
134,430167,yblancovar,"The verdict has been updated to ""Benign"" and it won't longer trigger malicious detection. Thank you for reporting the issue.",0,08-31-2021,05:56 PM
135,430167,yblancovar,"Hi,We have the same issue. Since 6-Sep-2021 Palo Alto Networks antivirus falsely identifies Hola VPN as a""Generic.ml"".Please check it out and remove the false detection asap.Submission Details:-------------------VirusTotal link:https://www.virustotal.com/gui/file/6cd106dd67d2577ebf59d95528cd031ee0f3ce64bfa3dc0af6feae07be817d0a...File Name:Hola-Setup-x64-1.188.44.exeSetup link:https://cdn4.hola.org/static/Hola-Setup-x64-1.188.44.exeBest regards,Bohdan",0,08-31-2021,07:06 PM
136,430167,HolaVPN,This file has been submitted for review.,0,09-06-2021,11:01 AM
137,430644,DaBone,We are reviewing and updating the verdict.,0,08-31-2021,05:51 PM
138,430644,yblancovar,"The verdict has been updated to ""Benign"" and it won't longer trigger malicious detection.Thank you for reporting the issue.",0,08-31-2021,05:55 PM
139,430644,yblancovar,Please follow this post for the information needed:https://live.paloaltonetworks.com/t5/virustotal/virustotal-verdict-change-request-for-false-positive...,0,08-31-2021,07:06 PM
140,429889,DaBone,This file has been submitted for review.,0,08-28-2021,12:12 PM
141,429320,DaBone,This file is no longer seen as malware,0,08-26-2021,11:47 AM
142,429320,DaBone,For future requests:Please submit the following information in the order listed below so that our team can investigate your claim and change verdicts when warranted.File Hash: <SHA256 hash>Link to Virustotal report for the file: <link>Current VirustTotal Verdict: <verdict>Description: <description>I've submitted this file for review,0,08-26-2021,06:41 PM
143,429295,DaBone,This file is no longer deemed malware,0,08-25-2021,04:04 PM
144,429295,DaBone,HiDo you have any update on this? This problem started on 05-Aug and is still not resolved.Link to a fresh VirusTotal report: https://www.virustotal.com/gui/file/3be62096780aacf83822cebc4deeceea133d01219779e5f4eedea0b461a2e0f3...Please let us know if you need any additional information.Best regardsYulia,0,08-26-2021,11:44 AM
145,426648,HolaVPN,1e1df42d2adbaf0ee24bc02618b58790df88251b66aabbc670214b804c7f6d31Is not seen as malware by us since 08/17As for this hash:3be62096780aacf83822cebc4deeceea133d01219779e5f4eedea0b461a2e0f3I have submitted this for review.,0,08-23-2021,01:23 AM
146,426648,DaBone,Hash:3be62096780aacf83822cebc4deeceea133d01219779e5f4eedea0b461a2e0f3Is no longer seen as malware by us,0,08-23-2021,10:49 AM
147,426648,DaBone,This file has been submitted for review,0,08-23-2021,01:00 PM
148,423713,DaBone,This file is no longer deemed malware by us,0,08-02-2021,12:12 PM
149,423713,DaBone,"Hi DaBone,Thank you for for fixing this. I assume that this is for this specific version. Is that correct? Do you have a program where we can submit the application before release to have it whitelisted? Or should I use this channel?ThanksRichard",0,08-03-2021,09:59 AM
150,423713,chard-m,"You can use this channel if future files are deemed malware. If this issue occurs again, please note this post and see if there are details that can be put onto an allow list for your company.",0,08-03-2021,09:42 PM
151,423713,DaBone,This has been submitted for review,0,08-23-2021,10:43 AM
152,427817,DaBone,This file is no longer deemed malware by us.,0,08-19-2021,01:30 PM
153,427817,DaBone,The other AV vendor we contacted has now removed their false positive so the new verdict is 1/68 on Virus Total. Palo Alto networks is the only one.,0,08-22-2021,07:19 AM
154,423295,LI_USB,Are there any updates? This has been a gating item for 3 weeks.,0,08-02-2021,07:33 PM
155,423295,LI_USB,Please review the pin post here and provide the information like requested. Thank you!,0,08-18-2021,08:41 PM
156,402592,DaBone,Thanks for this information but I already know more about it. chatiw ometv,0,05-17-2021,04:12 PM
157,402592,hazabi,This file has been submitted for review,0,08-09-2021,12:15 AM
158,422818,DaBone,This file is no longer seen as malware,0,07-29-2021,11:44 AM
159,422818,DaBone,This file was submitted for review,0,08-01-2021,12:44 PM
160,422084,DaBone,"Hey Palo Alto Team, this detection is still visible on VirusTotal, although the one on the 32-bit version of this file was removed - https://live.paloaltonetworks.com/t5/virustotal/false-positive-on-installer-32-bit-1-1-2-7/m-p/42208....Please check it out and let us know if the same solution can be applied.Thank you!",0,07-26-2021,01:39 PM
161,422084,Sorana_06,I've submitted this file for review,0,07-28-2021,04:54 AM
162,422178,DaBone,This is no longer seen as malware by us,0,07-26-2021,01:31 PM
163,422178,DaBone,I've submitted this file for review,0,07-27-2021,01:19 PM
164,422085,DaBone,This file is no longer seen as malicious with us,0,07-26-2021,01:38 PM
165,422085,DaBone,"Hi, how long does it take to remove the false positive detection?",1,07-26-2021,05:50 PM
166,419301,tomasmesk,"The false positive detection is still present - https://www.virustotal.com/gui/file/aa2fa6f8ed2dba5952797368fd751226488c3b6613441ab88fcf0713adbd7aec... Please remove it, thank you.",0,07-18-2021,10:00 PM
167,419301,tomasmesk,I've submitted this file for review just now,0,07-21-2021,04:37 AM
168,419301,DaBone,This file is no longer seen as malicious by us.,0,07-26-2021,01:35 PM
169,419301,DaBone,"This forum is here to enable those who are not Palo Alto Networks customers to submit a false positive verdict change request for a Palo Alto Networks verdict on VirusTotal. (i.e. malware or malicious verdict for a file that is demonstrably benign).Please submit the following information in the order listed below so that our team can investigate your claim and change verdicts when warranted.File Hash: <SHA256 hash>Link to Virustotal report for the file: <link>Current VirustTotal Verdict: <verdict>Description: <description>Our team will update each submission to this discussion forum at the conclusion of their research into your claim.Current Palo Alto Networks customers should open a support case and select a ""Product/Problem Area"" of 'Threat'.For information on contacting Palo Alto Networks support,click here.",0,07-26-2021,04:14 PM
170,420256,dparris,"Great, thanks Dparris. I'll do that tomorrow.",0,07-19-2021,07:49 AM
171,420256,BPSoftware,Good news! There's an internal process to get you to the correct team to report these with quick resolution. Please see the process documented here.,0,07-19-2021,11:52 PM
172,416801,slick,"HelloNWilliams3, That document and process are only available to customers. This forum, as you can see in the sticky post, is explicitly created for non-customers to make us aware of FP's so that we can work them.Thanks.",0,07-02-2021,12:20 PM
173,416801,brcook,I've submitted all of these samples for further review.,1,07-08-2021,12:20 PM
174,416801,DaBone,All of these samples are no longer deemed Malware,0,07-13-2021,05:22 PM
175,416801,DaBone,I've submitted this file for review,1,07-13-2021,06:47 PM
176,416794,DaBone,This file is no longer deemed malware by us,0,07-08-2021,01:20 PM
177,416794,DaBone,I've submitted this file for further review,0,07-11-2021,07:58 AM
178,417957,DaBone,This file is no longer deemed Malware,0,07-08-2021,08:46 PM
179,417957,DaBone,Hello@artiomcarabasThis sample is disabled.Himani,0,07-10-2021,12:21 PM
180,413183,hisingh,"Hello@hisingh,What sample do you mean?Best RegardsArtiom Carabas",0,06-29-2021,11:25 AM
181,413183,artiomcarabas,"Hello@artiomcarabasMy apology for the short sentence, This sample is marked as benign and this signature is been disabled.Thank youHimani",0,06-30-2021,12:49 AM
182,413183,hisingh,Hello@RamonUnchThis sample has been submitted to review. We will update soonHimani,0,06-30-2021,04:34 PM
